rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
0.57,1.44,b,4.99,2.72,12.8,13.22,6.24,in,in,quick,off_speed,2.15,no,jump,,,a
1.67,2.58,a,7.07,6.01,2.51,11.01,17.76,out,out,oppo,hit,2.63,no,,,,a
1.01,2.89,b,5.72,6.53,21.12,26.24,13.27,out,out,outside,free_ball,0.67,no,,,,a
0.65,4.38,a,13.07,12.38,13.22,15.16,5.07,in,in,outside,hit,0.55,no,,,,a
0.32,4.99,b,9.52,8.18,2.79,14.76,4.23,out,out,outside,hit,2.44,yes,,,,a
0.55,6.72,a,3.95,3.75,3.61,11.7,3.29,in,in,bic,hit,2.2,yes,,,,a
1.59,6.44,b,9.49,10.36,3.25,15.49,7.84,out,out,outside,roll_shot,3.46,no,,,,a
0.15,8.35,a,7.75,6.3,8.74,10.29,10.1,out,out,oppo,off_speed,2.84,no,,kill,kill,a
1.38,0.66,b,3.11,3.15,13.37,14.86,0.69,in,in,quick,off_speed,1.71,no,jump,kill,kill,b
2.48,0.29,a,1.93,1.57,11.46,10.48,11.07,in,in,oppo,hit,1.53,yes,jump,,,a
2.73,0.73,b,12.46,12.31,11.39,12.95,19.42,in,in,bic,hit,2.82,no,,hit_error,hit_error,a
3.67,0.78,b,,,,,,,,,,,,jump,serve_error,serve_error,b
5.37,0.67,a,6.32,8.27,13.64,13.81,7.37,in,in,quick,hit,0.08,no,float,kill,kill,a
5.36,1.54,b,4.62,2.54,26.36,15.24,19.68,out,out,outside,hit,2.86,no,jump,hit_error,hit_error,a
6.19,1.59,b,5.14,5.77,7.05,14.76,21.88,in,in,outside,hit,3.45,yes,jump,tool,tool,b
7.91,1.28,a,3.87,3.62,11.6,14.57,4.69,in,in,outside,hit,3.04,no,jump,kill,kill,a
8.73,1.51,b,7.93,8.04,7.96,14.43,21.24,out,out,outside,hit,3.08,no,float,hit_error,hit_error,a
9.89,0.85,b,8.4,7.83,13.35,13.58,9.86,in,in,quick,hit,1.94,no,float,kill,kill,b
10.27,0.59,a,1.25,2.54,12.27,13.99,12.33,in,in,quick,tip,1.83,no,jump,,,b
11.42,2.82,b,11.12,10.25,3.79,14.18,16.27,out,out,outside,hit,3.73,yes,,tool,tool,b
10.59,0.99,a,3.17,3.22,19.58,,,,,,,,,jump,ace,ace,b
13.39,1.06,a,,,,,,,,,,,,jump,serve_error,serve_error,a
13.03,-0.13,b,6.69,6.64,11.73,15.39,3.93,in,in,outside,hit,1.68,yes,jump,,,b
14.11,1.51,a,9.15,9.57,22.86,14.37,5.72,out,out,oppo,free_ball,-0.5,no,,,,b
13.56,2.26,b,6.86,6.02,12.3,11.76,9.72,in,in,quick,hit,0.58,no,,kill,kill,b
15.39,1.2,a,8.0,8.02,12.53,10.87,8.13,in,in,oppo,hit,1.26,yes,float,,,b
15.83,1.65,b,8.2,6.99,11.62,10.6,2.69,in,in,d-ball,hit,2.91,no,,kill,kill,b
16.34,2.1,a,8.07,7.52,13.61,13.38,11.27,in,in,quick,hit,3.19,yes,float,kill,kill,a
16.2,0.62,b,,,,,,,,,,,,jump,serve_error,serve_error,b
17.52,0.99,a,3.77,4.32,13.38,15.23,3.14,out,out,outside,hit,1.87,no,jump,kill,kill,a
18.4,1.76,b,9.06,9.43,12.69,12.77,13.46,in,in,quick,tip,-1.18,no,jump,hit_error,hit_error,a
20.78,0.59,b,3.53,2.06,11.74,10.12,14.53,in,in,oppo,hit,2.4,yes,jump,,,a
19.44,1.32,a,14.38,,,,10.9,,,,tip,0.03,no,,,,a
19.62,2.52,b,10.65,10.63,7.96,15.1,14.13,out,out,outside,roll_shot,1.19,no,,hit_error,hit_error,a
20.95,1.7,b,1.75,2.4,6.33,14.04,4.48,out,out,outside,hit,2.74,no,jump,,,b
20.8,1.98,a,4.25,9.21,,,,out,,,free_ball,-0.75,no,,,,b
20.76,3.83,b,15.74,15.64,12.54,11.02,26.22,out,out,oppo,hit,1.15,yes,,tool,tool,b
22.64,1.29,a,,,,,,,,,,,,jump,serve_error,serve_error,a
22.59,2.37,b,,,,,,,,,,,,jump,serve_error,serve_error,b
25.0,1.75,a,7.18,7.1,13.09,14.24,10.37,in,in,quick,hit,2.71,no,float,kill,kill,a
25.72,1.21,b,5.04,4.53,13.09,14.12,2.14,in,in,quick,hit,1.31,no,jump,kill,kill,b
26.02,1.41,a,,,,,,,,,,,,jump,serve_error,serve_error,a
26.78,1.16,b,8.91,8.88,13.05,15.77,19.48,in,in,outside,hit,1.64,yes,float,,,a
25.21,2.3,a,5.37,19.93,10.7,15.21,6.26,in,in,outside,hit,2.64,no,,,,a
26.75,2.63,b,5.43,5.37,,,26.75,out,out,d-ball,free_ball,-0.34,no,,hit_error,hit_error,a
27.21,0.8,b,10.73,9.13,11.3,10.88,12.37,in,in,d-ball,hit,1.21,yes,float,,,a
27.28,1.53,a,12.11,,,,,,,outside,tip,0.96,no,,kill,kill,a
29.16,0.47,b,3.22,3.12,,,13.57,out,,,overpass,-0.05,no,hybrid,,,a
29.5,1.54,a,12.87,13.18,12.49,14.89,14.4,in,in,quick,overpass,2.21,no,,kill,kill,a
28.83,1.21,b,10.27,9.04,14.37,14.46,12.95,in,in,quick,hit,2.83,yes,float,,,b
29.77,1.85,a,14.85,12.79,9.05,12.25,16.0,out,out,oppo,hit,1.07,no,,hit_error,hit_error,b
31.23,0.61,a,2.99,2.37,13.68,12.47,5.53,in,in,quick,hit,2.58,no,jump,,,b
30.59,2.42,b,9.87,8.7,6.04,7.33,2.71,out,out,quick,hit,2.48,no,,,,b
30.34,2.55,a,3.56,3.08,9.04,11.44,5.9,in,in,oppo,hit,1.88,no,,,,b
30.91,4.0,b,6.17,7.06,10.83,11.08,14.67,out,out,quick,tip,1.67,no,,,,b
30.94,4.59,a,9.67,14.03,15.01,6.36,11.77,out,out,oppo,hit,1.39,no,,hit_error,hit_error,b
32.63,1.17,a,1.36,2.02,12.93,14.04,,in,in,outside,hit,1.99,no,jump,,,a
31.75,2.97,b,2.97,2.52,12.65,15.32,,in,in,outside,roll_shot,1.5,no,,,,a
32.36,2.68,a,6.13,5.74,12.56,14.73,,in,in,bic,hit,2.33,no,,kill,kill,a
31.65,0.93,b,7.0,7.48,12.46,15.32,8.71,in,in,outside,hit,2.35,no,jump,,,b
32.9,2.75,a,9.21,9.2,,,26.14,,,,,,,,hit_error,hit_error,b
33.28,1.67,a,2.95,3.36,13.64,13.77,11.28,out,out,bic,tip,-1.75,no,jump,,,a
33.7,2.24,b,10.49,11.18,11.81,15.71,3.02,out,out,outside,off_speed,2.81,no,,,,a
34.14,2.53,a,3.31,7.99,7.18,13.83,6.06,in,in,outside,off_speed,2.25,no,,,,a
33.96,4.38,b,7.12,5.67,12.68,15.8,5.38,out,out,outside,roll_shot,1.93,no,,,,a
33.16,4.39,a,5.53,5.55,7.17,9.34,15.29,out,out,outside,hit,0.99,yes,,,,a
33.41,6.31,b,4.36,3.96,13.29,11.65,1.98,in,in,oppo,hit,2.07,no,,,,a
35.2,7.53,a,3.16,2.14,7.45,14.66,3.06,in,in,outside,hit,2.37,no,,kill,kill,a
34.93,-0.03,b,2.24,3.97,12.75,14.6,10.09,in,in,outside,hit,1.27,no,jump,,,b
35.18,2.4,a,9.07,8.77,10.18,10.84,1.48,out,out,oppo,off_speed,0.83,no,,,,b
33.64,3.49,b,7.67,7.14,12.19,15.76,,in,in,outside,hit,2.0,yes,,tool,tool,b
35.17,0.81,a,9.68,8.15,13.86,13.91,,in,in,quick,blocked,2.33,yes,jump,,,a
36.25,3.69,a,14.32,13.16,14.45,10.46,1.34,in,in,oppo,hit,1.95,no,,,,a
35.92,4.22,b,6.5,6.42,,,7.84,out,,,overpass,0.64,no,,,,a
36.45,4.46,a,7.94,8.07,12.71,15.84,6.84,in,in,outside,hit,1.61,no,,kill,kill,a
36.7,1.06,b,10.66,3.84,14.34,14.46,11.72,in,in,outside,blocked,1.92,yes,jump,,,b
37.47,4.13,b,14.56,14.33,13.59,13.64,26.48,out,out,outside,hit,1.9,yes,,tool,tool,b
37.81,1.06,a,4.42,5.52,12.16,12.78,23.13,in,in,quick,hit,2.18,yes,jump,tool,tool,a
39.09,0.9,b,3.58,2.78,13.65,15.2,20.43,in,in,outside,hit,2.01,no,jump,hit_error,hit_error,a
40.42,0.29,b,1.61,1.43,11.56,13.4,,in,in,quick,hit,-0.87,no,jump,,,a
40.07,2.54,a,0.64,6.81,,13.73,20.37,out,,outside,hit,0.3,yes,,tool,tool,a
41.71,0.57,b,4.0,2.91,6.19,16.53,3.87,out,out,oppo,hit,1.46,no,jump,hit_error,hit_error,a
42.21,0.8,b,1.3,1.85,19.45,7.53,5.32,out,out,bic,hit,1.4,no,jump,kill,kill,b
42.93,1.15,a,,,,,,,,,,,,jump,serve_error,serve_error,a
44.0,1.03,b,2.74,4.07,,,13.18,out,,bic,overpass,-0.1,no,jump,,,a
42.98,2.34,a,11.24,,,12.36,13.21,,,quick,hit,2.33,yes,,tool,tool,a
45.8,2.45,a,3.11,3.33,12.93,14.13,0.71,in,in,bic,hit,2.38,no,jump,,,a
46.0,1.18,b,5.45,5.77,8.55,25.4,13.72,out,out,outside,roll_shot,0.52,no,,,,a
44.87,2.56,a,13.34,12.87,12.41,15.57,9.14,in,in,outside,hit,2.76,no,,kill,kill,a
45.85,0.04,b,1.82,1.79,12.9,15.06,25.24,in,in,outside,hit,2.63,yes,jump,tool,tool,b
47.1,2.08,a,7.05,5.27,13.24,14.66,13.08,out,out,outside,hit,0.7,yes,float,,,b
46.68,2.1,b,13.19,12.8,8.04,10.95,1.17,out,out,oppo,hit,1.67,no,,,,b
47.04,2.33,a,8.12,8.18,3.71,14.38,19.93,out,out,outside,hit,1.71,no,,hit_error,hit_error,b
48.23,0.77,a,5.57,5.53,11.92,14.33,24.85,in,in,outside,hit,1.56,no,float,,,b
47.15,2.16,b,9.09,9.93,11.02,14.89,16.82,out,out,outside,blocked,1.45,yes,,,,b
48.64,4.31,b,10.37,11.02,11.92,12.75,1.62,in,in,bic,off_speed,2.77,no,,,,b
48.62,5.53,a,,,,,,,,,,,,,net,net,b
49.47,0.79,a,7.23,8.19,11.61,13.17,5.71,in,in,quick,hit,1.77,yes,float,,,a
48.79,2.28,b,10.08,11.71,8.15,9.99,20.78,in,in,oppo,hit,1.82,no,,hit_error,hit_error,a
51.01,2.08,b,2.57,3.54,11.23,15.11,17.17,in,in,outside,hit,0.88,yes,jump,tool,tool,b
50.95,0.57,a,2.2,3.38,11.01,,,in,,,blocked,,,jump,,,b
50.64,2.83,a,10.94,10.74,6.97,9.02,,out,out,outside,hit,1.67,no,,,,b
50.85,3.99,b,4.0,4.87,21.56,25.92,,out,out,outside,free_ball,-0.24,no,,,,b
50.84,5.28,a,12.67,12.49,12.39,12.15,18.41,in,in,oppo,hit,2.44,no,,hit_error,hit_error,b
52.33,1.31,a,2.33,2.66,12.69,14.53,4.83,in,in,outside,blocked,2.59,yes,jump,blocked,blocked,b
52.29,0.82,a,3.58,2.89,14.24,13.79,4.69,in,in,quick,hit,1.89,no,jump,kill,kill,a
54.6,1.64,b,8.6,2.26,11.46,15.02,7.2,in,in,quick,hit,1.81,no,float,kill,kill,b
55.09,1.56,a,1.97,2.85,6.16,14.88,,out,out,outside,off_speed,2.89,yes,jump,,,a
54.2,2.75,b,3.05,3.68,12.6,15.13,4.56,in,in,outside,hit,3.14,no,,,,a
55.48,1.88,a,8.85,9.05,13.29,11.26,5.71,in,in,oppo,hit,2.73,no,,net,net,a
54.82,1.0,b,7.45,7.21,13.24,14.47,7.03,in,in,quick,hit,2.33,no,jump,kill,kill,b
56.68,0.96,a,7.26,8.11,13.78,15.42,8.5,in,in,outside,hit,1.57,no,float,kill,kill,a
57.14,0.62,b,2.46,2.97,13.17,13.74,0.46,in,in,quick,hit,1.71,no,jump,kill,kill,b
60.32,1.29,a,10.13,9.34,2.99,11.06,18.66,out,out,oppo,hit,3.58,no,jump,hit_error,hit_error,b
59.99,0.88,a,4.03,3.57,12.97,12.65,15.51,in,in,quick,hit,2.56,yes,jump,tool,tool,a
60.63,0.65,b,3.94,3.39,14.45,14.86,7.63,in,in,quick,hit,1.9,no,jump,kill,kill,b
62.41,1.16,a,3.07,2.69,10.64,12.65,,in,in,quick,hit,2.42,no,jump,,,a
61.44,1.81,b,1.64,3.39,,,19.1,,,,,,,,hit_error,hit_error,a
61.75,0.52,b,1.8,2.51,11.48,10.33,3.16,in,in,oppo,hit,1.72,no,jump,,,b
63.17,2.64,a,2.82,2.42,,,8.9,,,,free_ball,0.24,no,,,,b
63.44,3.26,b,8.01,7.94,13.24,13.58,2.7,in,in,outside,hit,2.64,no,,,,b
62.66,4.31,a,3.45,1.96,14.71,13.87,,in,in,outside,hit,2.64,no,,net,net,b
63.05,1.65,a,8.32,7.1,8.6,15.17,2.33,out,out,outside,hit,2.91,yes,float,,,a
63.7,1.93,b,2.19,1.97,9.36,13.73,2.98,out,out,outside,hit,2.65,no,,,,a
64.18,3.39,a,3.18,2.11,7.84,10.76,6.89,out,out,oppo,hit,2.44,no,,,,a
63.92,5.01,b,6.91,6.91,0.66,13.72,3.21,out,out,outside,hit,2.2,yes,,,,a
65.53,4.31,a,3.52,4.23,14.35,14.94,,in,in,outside,blocked,1.53,yes,,,,a
64.89,6.58,a,15.34,14.45,10.34,7.01,8.08,out,out,oppo,off_speed,1.75,yes,,,,a
64.48,6.75,b,7.12,7.21,8.31,10.84,12.16,out,out,oppo,roll_shot,2.83,no,,,,a
64.07,9.27,a,12.23,7.15,8.86,15.18,,out,out,outside,blocked,1.93,yes,,,,a
64.18,11.07,a,13.19,12.32,9.8,15.5,3.3,out,out,outside,off_speed,1.9,yes,,kill,kill,a
65.05,1.26,b,4.2,3.87,,,26.36,,,,,,,jump,hit_error,hit_error,a
65.52,1.88,b,5.22,3.2,12.71,15.02,,in,in,outside,blocked,2.86,yes,jump,blocked,blocked,a
67.22,2.48,b,2.1,3.4,13.33,14.26,10.59,in,in,quick,roll_shot,1.77,no,jump,kill,kill,b
67.29,1.83,a,3.41,3.18,13.69,13.07,6.01,in,in,bic,hit,-0.08,no,jump,,,b
67.84,1.91,b,5.86,7.22,24.0,25.83,8.62,out,out,outside,off_speed,3.56,no,,,,b
68.54,2.99,a,8.02,8.24,12.77,12.74,3.26,in,in,quick,hit,2.08,no,,,,b
68.02,3.37,b,1.88,3.12,12.02,,12.51,out,,,tip,0.66,no,,,,b
67.03,5.02,a,12.84,13.38,,,12.95,,,,overpass,-0.56,no,,,,b
67.38,6.26,b,13.07,13.25,,13.09,11.36,,,quick,tip,1.41,no,,kill,kill,b
67.89,0.02,a,4.28,2.27,11.63,16.25,9.31,in,in,outside,hit,0.37,no,jump,kill,kill,a
69.63,1.33,b,9.02,2.9,13.09,16.32,8.7,in,in,outside,hit,1.68,no,float,kill,kill,b
71.4,1.36,a,,,,,,,,,,,,jump,serve_error,serve_error,a
72.7,-0.27,b,,,,,,,,,,,,jump,serve_error,serve_error,b
73.52,1.19,a,6.37,8.55,6.72,14.93,2.9,out,out,outside,hit,2.04,yes,float,,,b
73.35,1.31,b,3.72,8.6,13.85,11.02,,in,in,oppo,hit,0.6,yes,,tool,tool,b
74.08,1.33,a,7.94,7.6,12.21,12.5,8.85,in,in,quick,hit,0.57,no,float,,,a
74.04,1.73,b,8.7,9.05,,10.51,,,,,tip,-0.3,no,,net,net,a
74.27,1.04,b,4.19,3.08,11.72,10.66,7.82,in,in,oppo,hit,1.62,no,jump,,,a
74.8,1.1,a,7.84,7.42,23.4,15.01,5.97,out,out,outside,off_speed,2.43,no,,,,a
75.02,3.74,b,5.17,5.39,12.47,15.38,20.7,in,in,outside,off_speed,2.76,no,,hit_error,hit_error,a
76.17,0.86,b,3.83,4.16,14.56,15.0,8.84,in,in,outside,hit,1.68,no,jump,kill,kill,a
77.78,0.83,b,2.66,3.39,12.79,14.65,6.5,in,in,quick,hit,1.64,yes,jump,,,a
76.99,2.45,a,6.78,6.21,8.65,10.28,16.66,out,out,outside,blocked,3.69,yes,,blocked,blocked,a
78.63,0.78,b,3.33,2.86,11.46,12.21,5.64,in,in,bic,hit,2.29,no,jump,,,b
79.21,1.78,a,7.42,7.77,,,23.17,,,,,,,,hit_error,hit_error,b
78.72,0.97,a,,,,,,,,,,,,jump,serve_error,serve_error,a
80.04,0.43,b,1.99,3.83,17.34,12.91,4.3,out,out,outside,hit,3.56,no,jump,kill,kill,b
79.5,1.36,a,6.37,7.18,12.56,11.21,10.03,out,out,oppo,hit,0.89,no,float,,,a
80.51,1.72,b,8.82,9.57,,,16.46,,,,,,,,hit_error,hit_error,a
83.46,1.01,b,10.0,4.39,11.52,10.19,1.29,in,in,oppo,hit,2.14,yes,jump,,,a
81.68,1.94,a,1.72,7.36,16.42,14.8,11.39,out,out,outside,tip,1.41,no,,,,a
81.38,3.12,b,11.41,14.54,12.57,12.45,24.02,in,in,bic,hit,1.55,no,,hit_error,hit_error,a
82.86,0.94,b,3.35,2.61,13.67,14.77,10.58,in,in,oppo,hit,2.45,yes,jump,,,b
82.83,2.38,a,9.57,10.15,,,21.9,,,,,,,,hit_error,hit_error,b
83.87,0.59,a,7.37,3.17,10.85,11.83,9.86,in,in,quick,hit,1.81,yes,jump,tool,tool,a
85.17,1.25,b,9.6,9.82,13.3,14.38,13.12,in,in,outside,blocked,2.49,yes,float,,,b
85.91,1.95,b,12.69,13.85,9.54,6.47,7.38,out,out,oppo,hit,1.89,no,,,,b
84.44,3.02,a,8.2,8.23,13.7,12.23,13.14,in,in,bic,hit,1.9,no,,net,net,b
86.78,0.32,a,9.31,8.17,12.95,15.4,12.4,in,in,outside,hit,1.69,no,jump,kill,kill,a
86.19,1.33,b,1.48,2.25,13.15,14.68,23.88,in,in,outside,hit,2.15,no,jump,hit_error,hit_error,a
88.77,1.0,b,4.11,3.37,11.99,11.26,11.38,in,in,quick,blocked,2.48,yes,jump,,,b
88.57,1.99,b,11.62,10.58,8.65,5.15,6.34,out,out,oppo,hit,2.74,no,,,,b
87.11,2.53,a,7.39,2.07,10.12,16.38,11.48,out,out,outside,roll_shot,2.19,yes,,,,b
87.18,4.5,b,10.45,10.36,8.48,14.87,6.41,out,out,outside,off_speed,1.68,no,,kill,kill,b
90.57,1.14,a,7.01,8.25,13.26,15.01,3.15,in,in,outside,hit,1.45,no,float,kill,kill,a
89.12,1.68,b,3.15,3.98,13.8,15.12,5.82,in,in,quick,off_speed,0.99,no,jump,,,a
89.27,1.0,a,6.58,7.44,13.46,15.29,13.15,out,out,outside,hit,2.81,no,,,,a
89.88,2.24,b,14.36,14.17,13.15,13.19,12.79,out,out,,blocked,0.47,yes,,,,a
89.53,3.59,b,13.49,12.78,7.12,14.37,12.53,out,out,oppo,blocked,1.91,yes,,,,a
89.29,6.0,b,14.24,13.9,9.45,14.61,14.38,out,out,oppo,blocked,2.86,yes,,kill,kill,a
91.06,1.16,b,2.15,2.4,11.03,11.47,,out,out,oppo,roll_shot,1.31,no,jump,net,net,a
92.58,1.19,b,3.82,3.96,6.72,14.54,,out,out,outside,hit,2.26,no,jump,,,b
92.04,3.51,a,8.11,9.22,13.56,,24.31,,,,,,,,hit_error,hit_error,b
93.55,1.06,a,4.33,3.79,13.9,12.82,6.79,in,in,quick,hit,2.74,no,jump,kill,kill,a
93.87,1.31,b,3.4,3.0,13.71,13.46,3.75,in,in,bic,hit,1.96,no,jump,kill,kill,b
94.45,0.67,a,3.4,4.16,12.93,14.7,16.34,in,in,outside,hit,1.39,no,jump,hit_error,hit_error,b
96.98,1.87,a,,,,,,,,,,,,jump,serve_error,serve_error,a
97.77,1.89,b,,,,,,,,,,,,jump,serve_error,serve_error,b
97.85,1.32,a,6.97,7.18,13.43,14.98,2.28,in,in,outside,blocked,2.06,yes,float,kill,kill,b
99.32,0.95,b,1.28,1.65,,,3.11,,,,,,,jump,ace,ace,a
100.17,1.9,b,7.38,1.23,2.59,14.58,15.68,out,out,outside,blocked,2.58,yes,jump,kill,kill,a
100.03,0.93,b,3.18,2.14,6.35,11.46,8.83,out,out,oppo,blocked,1.94,yes,jump,kill,kill,a
101.26,1.23,b,4.35,4.38,11.86,15.67,6.09,in,in,outside,hit,0.78,no,jump,,,a
101.67,1.37,a,5.31,7.14,5.18,11.96,2.78,out,out,oppo,hit,2.3,no,,kill,kill,a
103.91,1.14,b,2.73,3.92,6.86,9.93,11.5,out,out,oppo,blocked,2.52,yes,jump,kill,kill,a
104.1,1.27,b,,,,,,,,,,,,,serve_error,serve_error,b
105.29,0.96,a,7.26,2.36,11.41,25.49,11.79,in,in,outside,tip,-0.32,no,jump,,,b
104.81,2.06,b,12.29,5.16,8.49,15.04,17.08,out,out,outside,hit,1.59,yes,,tool,tool,b
105.95,0.59,a,3.57,3.15,11.95,12.96,10.01,in,in,quick,hit,0.19,no,jump,kill,kill,a
107.46,1.41,b,,,,,23.84,,,,,,,jump,serve_error,serve_error,b
107.77,1.19,a,6.35,7.64,12.04,11.78,25.42,in,in,quick,hit,2.55,yes,float,,,a
108.46,1.11,b,25.36,9.49,14.19,14.52,6.47,in,in,outside,blocked,1.84,yes,,kill,kill,a
108.28,0.54,b,8.14,3.02,12.8,14.32,16.06,in,in,quick,hit,2.01,yes,jump,tool,tool,b
110.41,0.56,a,3.01,3.99,13.34,11.34,8.37,in,in,oppo,hit,2.03,no,jump,,,a
110.33,,,8.66,9.6,,,19.07,,,,,,,,hit_error,hit_error,a
110.75,1.41,b,7.73,8.53,10.5,16.35,2.82,out,out,outside,hit,1.4,no,hybrid,kill,kill,b
111.89,1.46,a,3.38,2.28,8.09,10.71,,in,in,oppo,hit,1.61,no,jump,net,net,b
113.5,0.61,a,8.98,8.94,8.56,15.66,11.56,out,out,outside,off_speed,2.69,yes,jump,kill,kill,a
113.68,0.63,b,2.1,2.74,13.12,14.63,2.87,in,in,outside,hit,2.27,yes,jump,,,a
113.34,1.57,a,2.34,2.97,13.24,10.47,23.23,in,in,oppo,hit,1.33,yes,,tool,tool,a
115.02,1.05,b,2.36,3.05,12.67,13.15,3.11,in,in,bic,hit,3.22,no,jump,kill,kill,b
115.6,1.62,a,8.39,7.73,12.44,14.45,14.35,in,in,outside,hit,2.38,no,float,kill,kill,a
116.7,0.36,b,,,,,,,,,,,,jump,ace,ace,a
117.76,1.74,b,4.42,3.18,11.93,13.85,3.23,in,in,quick,hit,0.91,no,jump,,,a
118.97,1.47,a,3.72,3.3,9.56,11.52,5.87,out,out,oppo,off_speed,1.66,yes,,,,a
118.37,3.0,b,5.87,6.62,,,11.35,,,,,,,,hit_error,hit_error,a
119.55,0.92,b,2.85,3.09,13.32,14.02,24.85,in,in,quick,hit,1.58,yes,jump,tool,tool,b
119.74,1.4,a,4.31,4.55,19.12,10.4,,out,out,outside,off_speed,3.11,no,jump,net,net,b
120.8,0.57,a,3.54,3.3,13.07,11.38,14.31,out,out,oppo,hit,1.05,yes,jump,,,b
120.56,0.95,b,12.45,12.52,11.2,15.21,8.12,in,in,outside,off_speed,0.17,yes,,,,b
121.14,3.3,a,7.89,4.03,8.07,11.48,9.88,out,out,oppo,blocked,1.61,yes,,,,b
120.85,5.0,a,8.56,13.86,13.02,13.06,9.51,in,in,quick,hit,2.08,no,,,,b
121.38,4.43,b,8.96,9.16,5.81,11.55,2.52,out,out,oppo,hit,3.03,yes,,,,b
120.06,6.48,a,2.4,3.15,13.7,13.03,2.15,in,in,quick,hit,1.84,yes,,,,b
120.47,7.79,b,2.23,2.8,12.49,13.02,16.49,in,in,bic,hit,3.29,yes,,tool,tool,b
122.42,0.51,a,2.45,5.04,12.66,11.2,26.03,in,in,oppo,off_speed,1.92,yes,jump,tool,tool,a
123.39,1.75,b,2.48,3.5,11.44,15.48,23.08,in,in,outside,hit,2.77,yes,jump,tool,tool,b
124.12,1.04,a,,,,,,,,,,,,jump,serve_error,serve_error,a
124.43,1.43,b,3.25,3.69,12.87,14.83,0.55,in,in,outside,hit,1.2,no,jump,kill,kill,b
126.35,1.04,a,5.53,7.69,12.85,14.23,9.18,in,in,outside,hit,2.26,no,float,,,a
125.57,1.94,b,10.44,9.52,,,18.71,,,,,,,,hit_error,hit_error,a
126.62,1.37,b,3.76,4.03,13.2,12.79,8.4,in,in,quick,hit,0.32,no,jump,kill,kill,b
127.16,1.08,a,,,,,,,,,,,,jump,ace,ace,b
129.34,0.57,a,,,,,,,,,,,,jump,serve_error,serve_error,a
130.15,1.62,b,7.98,8.75,13.65,15.27,10.06,in,in,outside,blocked,1.15,yes,float,kill,kill,a
131.46,0.08,b,10.33,10.3,14.87,14.95,8.3,out,out,d-ball,hit,1.39,no,float,kill,kill,b
131.78,1.75,a,7.47,2.13,12.54,12.28,6.84,in,in,bic,hit,2.6,no,jump,,,a
131.34,1.95,b,7.24,6.68,17.59,8.94,6.23,out,out,bic,overpass,1.01,no,,,,a
132.59,3.86,a,6.94,6.67,12.95,,13.14,out,,,free_ball,1.5,no,,kill,kill,a
133.32,1.13,b,,,,,,,,,,,,jump,serve_error,serve_error,b
134.41,1.12,a,4.49,4.13,10.43,13.03,23.49,in,in,quick,hit,1.91,no,jump,,,a
133.46,0.16,a,,,,,,,,,,,,jump,serve_error,serve_error,a
135.45,0.9,b,2.8,3.22,11.42,11.87,25.74,in,in,oppo,off_speed,1.82,yes,jump,tool,tool,b
137.0,1.17,a,2.55,3.84,13.21,10.31,1.14,in,in,oppo,hit,1.02,no,jump,kill,kill,a
137.72,1.44,b,3.23,3.48,13.75,12.6,8.59,out,out,,blocked,2.07,no,jump,hit_error,hit_error,a
138.58,0.52,b,4.14,2.69,12.83,12.43,7.61,in,in,quick,off_speed,2.05,no,jump,,,a
138.34,2.47,a,8.66,6.15,2.5,10.52,9.27,out,out,oppo,roll_shot,2.86,yes,,,,a
139.43,3.87,b,8.38,8.61,12.65,12.94,7.09,in,in,bic,hit,3.29,yes,,,,a
139.93,4.39,a,7.54,3.17,12.93,11.05,4.94,in,in,oppo,hit,1.75,no,,kill,kill,a
140.42,0.13,b,2.83,2.13,14.88,15.11,10.98,in,in,outside,hit,1.68,yes,jump,,,a
139.93,1.52,a,10.12,13.7,13.08,14.79,23.86,in,in,outside,hit,2.03,yes,,tool,tool,a
140.64,-0.03,b,2.7,3.7,13.7,14.4,3.82,in,in,outside,hit,1.94,no,jump,,,a
141.31,1.85,a,4.0,4.59,,,12.48,,,,free_ball,-1.06,no,,,,a
140.62,2.97,b,12.41,11.63,9.26,14.89,8.9,out,out,outside,hit,3.38,no,,,,a
141.62,4.41,a,9.03,9.75,7.7,12.51,7.53,out,out,bic,roll_shot,1.84,no,,,,a
140.15,4.25,b,8.73,4.38,7.66,10.5,8.09,out,out,oppo,roll_shot,2.12,no,,,,a
141.71,6.06,a,8.29,10.85,11.52,13.58,9.03,in,in,quick,off_speed,2.59,no,,kill,kill,a
141.78,1.35,a,7.61,5.66,13.28,15.02,5.92,in,in,outside,hit,3.49,no,float,,,a
141.81,2.42,b,5.15,5.96,,,20.34,,,,,,,,hit_error,hit_error,a
143.57,0.21,b,3.85,3.61,12.0,13.57,5.89,in,in,quick,hit,0.44,no,jump,kill,kill,b
143.77,1.88,a,3.54,4.56,12.53,15.08,2.08,in,in,quick,hit,2.77,no,jump,kill,kill,a
144.94,1.1,b,3.47,4.14,13.82,14.98,17.64,in,in,outside,hit,0.05,no,jump,hit_error,hit_error,a
145.57,1.26,b,0.9,2.37,12.22,13.01,12.54,in,in,quick,blocked,1.1,yes,jump,,,a
146.24,2.24,b,13.41,13.26,9.83,14.66,12.71,out,out,outside,off_speed,3.39,yes,,,,a
